City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
363,koryazhma,RU,1731396109,61.3143,47.1691,-0.4,94,100,4.41
364,grantsville,US,1731396109,40.5999,-112.4644,14.99,23,75,7.2
365,santo antonio do ica,BR,1731396109,-3.1022,-67.9397,24.4,79,61,0.28
366,butner,US,1731396110,36.1321,-78.7567,14.95,92,0,3.15
367,karratha,AU,1731396110,-20.7377,116.8463,34.96,30,26,8.19
368,aleppo,SY,1731396110,36.25,37.5,17.93,36,100,0.72
369,vila velha,BR,1731396110,-20.3297,-40.2925,21.64,89,0,2.06
370,cannonvale,AU,1731396111,-20.2833,148.7,26.66,67,14,3.88
371,keren,ER,1731396111,15.7778,38.4581,22.23,53,5,3.36
372,kismayo,SO,1731396111,-0.3582,42.5454,29.62,65,7,4.18
373,eureka,US,1731396112,40.8021,-124.1637,8.68,96,100,3.61
374,nicolet,CA,1731396112,46.2168,-72.6158,5.91,81,100,5.14
375,weno,FM,1731396112,7.4515,151.8468,27.46,79,100,1.97
376,leeton,AU,1731396113,-34.5667,146.4,28.94,20,100,4.48
377,kapa'a,US,1731396113,22.0752,-159.319,26.18,86,100,7.72
378,kinel'-cherkassy,RU,1731396113,53.4706,51.4743,0.18,72,64,2.76
379,olonkinbyen,SJ,1731396113,70.9221,-8.7187,2.07,99,100,9.38
380,springs,ZA,1731396113,-26.25,28.4,16.48,98,100,4.15
381,kinablangan,PH,1731396114,7.6947,126.5503,28.13,75,48,1.71
382,athni,IN,1731396114,16.7333,75.0667,29.02,33,64,3.88
383,mokhsogollokh,RU,1731396114,61.4681,128.9203,-17.79,99,87,0.71
384,al hasaheisa,SD,1731396114,14.7526,33.2984,30.94,41,0,6.88
385,bani,DO,1731396115,18.2833,-70.3333,23.54,89,100,1.77
386,gela,IT,1731396115,37.0803,14.2307,15.89,82,40,4.12
387,cole harbour,CA,1731396115,44.6724,-63.4751,8.85,96,61,3.09
388,orimattila,FI,1731396115,60.8049,25.7296,3.74,95,100,2.29
389,clinton,US,1731396116,42.587,-82.9199,5.67,77,0,6.69
390,greenville,US,1731396116,35.6127,-77.3663,15.64,98,0,4.09
391,shimoda,JP,1731396116,34.6667,138.95,20.22,80,39,3.55
392,n'zeto,AO,1731396117,-7.2312,12.8666,25.98,79,100,2.18
393,maltepe,TR,1731396117,40.9357,29.1551,14.33,82,75,4.63
394,natal,BR,1731396117,-5.795,-35.2094,23.12,88,20,2.06
395,sandnessjoen,NO,1731396117,66.0217,12.6316,7.06,87,75,6.69
396,hadibu,YE,1731396118,12.65,54.0333,27.09,68,7,5.31
397,coyhaique,CL,1731395895,-45.5752,-72.0662,5.32,100,100,2.97
398,teknaf,BD,1731396118,20.8624,92.3058,28.9,67,100,4.05
399,urengoy,RU,1731396118,65.9667,78.3667,-23.32,95,74,5.58
400,nagqu,CN,1731396119,31.5,92.0,5.69,11,100,11.35
401,metlili chaamba,DZ,1731396119,32.2667,3.6333,13.52,67,40,1.54
402,sao tome,ST,1731396119,0.3365,6.7273,26.65,82,30,4.17
403,merritt,CA,1731396119,50.1123,-120.7942,2.96,78,98,1.56
404,rongelap,MH,1731396120,11.1635,166.8941,28.42,77,18,4.35
405,alappuzha,IN,1731396120,9.49,76.3264,29.07,66,100,2.83
406,fort bragg,US,1731396120,35.139,-79.006,15.91,97,0,2.57
407,atherton,GB,1731396120,53.5237,-2.4935,5.92,87,100,0.45
408,masallatah,LY,1731396120,32.6167,14.0,18.47,68,0,1.54
409,wattegama,LK,1731396121,6.7989,81.4808,32.52,53,69,1.79
410,copala,MX,1731396121,16.65,-98.9833,25.05,86,88,1.73
411,santiago de chuco,PE,1731396122,-8.15,-78.1833,9.58,58,98,0.78
412,port lincoln,AU,1731396122,-34.7333,135.8667,17.56,72,0,9.12
413,kralendijk,BQ,1731396122,12.15,-68.2667,25.99,89,100,1.54
414,keningau,MY,1731396122,5.3378,116.1602,30.9,61,48,1.36
415,lorengau,PG,1731396122,-2.0226,147.2712,29.02,75,67,4.04
416,portland,US,1731395739,45.5234,-122.6762,10.0,93,100,4.63
417,moranbah,AU,1731396123,-22.0016,148.0466,35.88,26,45,4.12
418,butha-buthe,LS,1731396124,-28.8333,28.5,9.12,66,100,1.41
419,carrigaline,IE,1731395826,51.8117,-8.3986,6.86,100,75,2.57
420,samarinda,ID,1731395828,-0.5,117.15,26.86,94,100,0.46
421,yaren,NR,1731396124,-0.5472,166.916,28.64,65,5,6.22
422,kabalo,CD,1731396124,-6.05,26.9167,27.53,65,37,1.13
423,kidal,ML,1731395831,18.4411,1.4078,19.8,19,9,4.0
424,halifax,CA,1731395832,44.6453,-63.5724,9.14,96,70,3.09
425,necochea,AR,1731396125,-38.5473,-58.7368,7.56,81,99,4.42
426,flying fish cove,CX,1731395836,-10.4217,105.6791,27.82,89,100,5.14
427,sicuani,PE,1731396125,-14.2694,-71.2261,9.19,83,92,1.32
428,new norfolk,AU,1731396126,-42.7826,147.0587,20.29,42,86,2.58
429,aosta,IT,1731396126,45.7667,7.4167,-2.23,96,100,1.03
430,marondera,ZW,1731396126,-18.1853,31.5519,23.91,50,73,5.43
431,puerto baquerizo moreno,EC,1731396127,-0.9,-89.6,20.65,73,81,3.92
432,sao jose da coroa grande,BR,1731396127,-8.8978,-35.1478,24.87,77,100,2.86
433,nueve de julio,AR,1731395843,-35.4444,-60.8831,7.76,90,34,1.64
434,cutral-co,AR,1731396128,-38.9469,-69.2089,10.51,10,42,1.79
435,susuman,RU,1731396128,62.7833,148.1667,-21.21,98,100,1.41
436,grand falls-windsor,CA,1731396128,48.9332,-55.6649,9.17,94,100,2.24
437,williamston,US,1731396128,35.8546,-77.0555,15.76,93,0,3.4
438,tagta,TM,1731396128,41.6504,59.9164,7.97,76,100,3.09
439,biltine,TD,1731396129,14.5333,20.9167,27.19,20,0,8.85
440,la libertad,EC,1731395850,-2.2333,-80.9,20.65,79,100,4.35
441,salinopolis,BR,1731396129,-0.6136,-47.3561,25.34,86,100,3.82
442,antofagasta,CL,1731396129,-23.65,-70.4,16.6,88,83,0.43
443,fisterra,ES,1731396130,42.9049,-9.2629,15.16,70,56,9.5
444,stantsiya novyy afon,GE,1731396130,43.0806,40.8383,14.2,51,1,0.73
445,acarau,BR,1731396131,-2.8856,-40.12,24.19,81,100,3.86
446,parauapebas,BR,1731396131,-6.0675,-49.9022,22.44,99,100,0.46
447,kendallville,US,1731396131,41.4414,-85.265,6.01,74,100,6.02
448,coalcoman de vazquez pallares,MX,1731396131,18.7833,-103.15,19.26,95,31,0.96
449,gotsucho,JP,1731396132,35.0,132.2167,17.82,76,5,2.45
450,mukalla,YE,1731396132,14.5425,49.1242,27.48,51,0,3.75
451,khanty-mansiysk,RU,1731395866,61.0042,69.0019,-9.94,79,20,6.0
452,fairfield glade,US,1731396133,36.0004,-84.8863,10.1,87,0,3.6
453,badger,US,1731396133,64.8,-147.5333,-16.22,89,100,0.92
454,maribo,DK,1731395870,54.7766,11.5002,7.21,97,97,1.25
455,kuala terengganu,MY,1731396133,5.3302,103.1408,31.97,70,20,4.12
456,eirunepe,BR,1731396133,-6.6603,-69.8736,23.52,96,80,0.41
457,yelizovo,RU,1731395875,53.1873,158.3805,1.08,44,20,14.0
458,novoanninskiy,RU,1731395874,50.5287,42.6747,1.98,91,13,1.65
459,nizhneudinsk,RU,1731396134,54.9076,99.0276,2.46,59,100,2.72
460,greymouth,NZ,1731396134,-42.4667,171.2,11.83,72,0,2.58
461,point pedro,LK,1731395879,9.8167,80.2333,28.62,79,33,3.2
462,beboto,TD,1731396135,8.2668,16.939,27.34,44,0,0.62
463,aqaba,JO,1731396135,29.5267,35.0078,20.92,52,96,5.14
464,tidjikja,MR,1731396135,18.5564,-11.4271,21.28,17,0,4.65
465,malpica,ES,1731396135,43.3228,-8.8105,13.46,96,98,6.76
466,ilam,NP,1731396135,26.9167,87.9167,21.52,70,75,2.48
467,owode,NG,1731396136,6.9486,3.5051,24.92,83,82,1.48
468,cobija,BO,1731396136,-11.0267,-68.7692,23.27,91,21,1.3
469,port blair,IN,1731395889,11.6667,92.75,28.02,89,75,1.54
470,kasongo-lunda,CD,1731395890,-6.4667,16.8167,24.56,83,33,0.47
471,nampula,MZ,1731396137,-15.1165,39.2666,29.97,54,20,6.17
472,jatai,BR,1731396138,-17.8814,-51.7144,21.62,79,4,1.85
473,katabu,ID,1731396138,-4.9333,122.5167,25.3,92,100,0.87
474,galliano,US,1731396138,29.4422,-90.2992,23.0,83,100,3.6
475,bichena,ET,1731396138,10.45,38.2,15.84,49,5,2.58
476,mahajanga,MG,1731396139,-15.7167,46.3167,34.01,52,20,3.6
477,san justo,AR,1731396139,-30.7891,-60.5919,9.97,82,0,0.8
478,pecos,US,1731395900,31.4229,-103.4932,9.05,40,0,0.0
479,port moresby,PG,1731396139,-9.4431,147.1797,29.68,74,40,7.72
480,lazaro cardenas,MX,1731396139,17.9583,-102.2,25.01,89,68,1.42
481,magadan,RU,1731396140,59.5667,150.8,-13.93,72,95,4.35
482,castillos,UY,1731395905,-34.1667,-53.8333,10.86,71,6,4.59
483,aban,RU,1731395906,56.67,96.06,-5.29,69,100,6.34
484,as sulayyil,SA,1731396140,20.4607,45.5779,26.77,26,13,2.95
485,junin,AR,1731395909,-34.5838,-60.9433,9.12,46,9,1.89
486,charleston,US,1731395911,32.7766,-79.9309,18.9,97,0,1.54
487,tindwari,IN,1731396141,25.6167,80.5333,30.69,31,0,1.54
488,kirensk,RU,1731395912,57.7853,108.1119,0.03,93,100,1.06
489,gusinje,ME,1731396142,42.5638,19.8333,1.2,68,4,2.54
490,beterou,BJ,1731396142,9.1992,2.2586,22.49,45,11,1.38
491,wynyard,AU,1731395916,-41.0,145.7167,17.33,74,51,2.68
492,holualoa,US,1731396143,19.6228,-155.9522,23.91,78,75,2.57
493,mandal,IN,1731395920,25.45,74.5667,30.69,18,0,2.0
494,bathsheba,BB,1731396143,13.2167,-59.5167,29.34,74,40,8.75
495,zyrya,AZ,1731395922,40.3661,50.2917,12.05,73,100,9.31
496,brezoi,RO,1731396144,45.338,24.2486,4.34,96,100,0.81
497,mariveles,PH,1731395924,14.4833,120.4833,23.34,81,39,3.65
498,verkhniye sergi,RU,1731396144,56.6469,59.5556,-6.79,85,100,5.33
499,kopervik,NO,1731396144,59.2835,5.3067,8.08,93,75,3.09
500,nuuk,GL,1731395928,64.1835,-51.7216,-1.66,80,75,5.66
501,muroto-misakicho,JP,1731395930,33.2833,134.15,20.65,75,30,1.55
502,okhotsk,RU,1731395931,59.3833,143.3,-13.76,69,32,8.38
503,tofol,FM,1731395932,5.3248,163.0078,29.36,72,6,5.56
504,san rafael,AR,1731396146,-34.6177,-68.3301,15.17,40,9,0.83
505,pasighat,IN,1731396146,28.0667,95.3333,27.64,49,5,2.41
506,kavaratti,IN,1731395937,10.5669,72.642,28.66,73,76,4.87
507,marsabit,KE,1731396147,2.3284,37.9899,22.53,61,99,7.61
508,gereida,SD,1731395939,11.2811,25.1414,27.48,20,3,8.84
509,taltal,CL,1731396148,-25.4,-70.4833,16.15,82,40,0.57
510,nchelenge,ZM,1731396148,-9.3451,28.734,24.79,65,98,1.48
511,nuriootpa,AU,1731396148,-34.4833,139.0,25.35,41,0,8.35
512,manokwari,ID,1731395943,-0.8667,134.0833,28.17,74,47,1.8
513,la passe,FR,1731396148,45.5549,-0.8967,7.34,88,0,5.83
514,al fallujah,IQ,1731396149,33.3538,43.7795,22.26,52,100,5.76
515,caleta de carquin,PE,1731396149,-11.0925,-77.6267,17.61,92,98,2.88
516,ambon,ID,1731396149,-3.6954,128.1814,31.08,74,40,3.09
517,fray luis beltran,AR,1731395950,-39.3167,-65.7667,14.48,35,99,4.6
518,mhamid,MA,1731395951,29.82,-5.72,17.1,45,99,4.44
519,lamu,KE,1731395953,-2.2717,40.902,29.11,69,47,3.42
520,owen sound,CA,1731395955,44.5672,-80.9435,4.38,81,100,9.39
521,zhuanghe,CN,1731395956,39.7008,122.9911,14.96,25,0,3.6
522,harnai,PK,1731395954,30.1005,67.9374,24.58,15,0,2.48
523,dzuunmod,MN,1731395957,48.2199,97.3744,-1.71,51,61,9.4
524,kapit,MY,1731395959,2.0167,112.9333,33.7,50,39,0.75
525,frontera,MX,1731395960,26.9333,-101.45,21.61,69,6,0.89
526,el alto,PE,1731395962,-4.2714,-81.2147,16.39,88,7,6.86
527,charters towers,AU,1731395961,-20.1,146.2667,34.01,29,26,11.09
528,robertsport,LR,1731395964,6.7533,-11.3686,26.29,80,45,2.37
529,palikir - national government center,FM,1731395966,6.9248,158.1611,28.41,84,100,1.54
530,peniche,PT,1731395965,39.3558,-9.3811,14.14,81,0,2.72
531,leava,WF,1731395967,-14.3,-178.1667,27.76,81,16,3.86
532,ephrata,US,1731395968,40.1798,-76.1788,13.38,66,64,1.79
533,grande prairie,CA,1731395741,55.1667,-118.8027,2.1,75,75,7.72
534,xilin hot,CN,1731395974,43.9667,116.0333,7.53,35,0,5.5
535,yangshuo,CN,1731395975,24.7808,110.4897,30.91,41,0,0.52
536,gisborne,NZ,1731395976,-38.6533,178.0042,14.08,72,23,3.94
537,holyhead,GB,1731395977,53.3062,-4.6321,6.0,93,100,2.06
538,hilo,US,1731395823,19.7297,-155.09,21.85,95,100,3.09
539,marsh harbour,BS,1731395980,26.5412,-77.0636,26.0,82,4,2.35
540,changyon,KP,1731395981,38.2508,125.0961,14.32,42,5,4.85
541,remire-montjoly,GF,1731395982,4.9167,-52.2667,23.02,100,75,0.0
542,lyskovo,RU,1731395984,56.0328,45.0422,0.11,77,18,4.04
543,oranjemund,,1731395986,-28.55,16.4333,17.79,73,72,5.19
544,sakakah,SA,1731395985,29.9697,40.2064,19.76,47,19,3.81
545,gaiman,AR,1731395987,-43.2897,-65.4929,13.11,45,20,11.19
546,bage,BR,1731395988,-31.3314,-54.1069,11.88,71,0,5.66
547,brak,LY,1731395990,27.5496,14.2714,18.69,28,11,2.53
548,daru,PG,1731395991,-9.0763,143.2092,27.87,82,96,6.38
549,paramaribo,SR,1731395992,5.8667,-55.1667,23.58,93,100,2.59
550,the pas,CA,1731395993,53.8251,-101.2541,1.01,86,100,8.75
551,chilecito,AR,1731395994,-29.1619,-67.4974,16.69,58,0,2.92
552,rio grande,BR,1731395996,-32.035,-52.0986,13.56,74,100,7.17
553,rapar,IN,1731395999,23.5667,70.6333,31.66,29,0,2.81
554,galveston,US,1731395998,29.3669,-94.9669,21.98,86,0,3.09
555,chipinge,ZW,1731395997,-20.1883,32.6236,24.03,63,73,2.78
556,nova kakhovka,UA,1731396000,46.7545,33.3486,6.3,61,58,4.97
557,sitangkai,PH,1731396002,4.6628,119.3928,28.75,70,88,1.48
558,veraval,IN,1731396003,20.9,70.3667,31.0,38,24,3.57
559,saltillo,MX,1731396004,25.4167,-101.0,15.94,76,7,1.34
560,kudahuvadhoo,MV,1731396005,2.6708,72.8944,26.68,82,97,5.96
561,afaahiti,PF,1731396006,-17.75,-149.2833,23.7,82,97,8.09
562,tselina,RU,1731396009,46.5338,41.0328,5.64,58,98,5.62
563,colonia,DE,1731396007,50.9333,6.95,8.87,89,75,2.06
564,ponta delgada,PT,1731396010,37.7333,-25.6667,20.4,88,40,8.75
565,valenca,BR,1731396011,-13.3703,-39.0731,21.21,98,78,0.72
566,loiza,PR,1731396012,18.4313,-65.8802,26.03,92,20,0.0
567,georgievka,KZ,1731396014,49.3314,81.5761,-4.75,54,69,4.0
